Event,Timestamp,Result,Type,Pass Outcome,Shot outcome,Pressure,Player Name,Shirt Number,Team Name,Start Position X,Start Position Y,Foot used,Receiver Name,Receiver Shirt Number,End Position X,End Position Y,Defensive Action,Side,Distribution,Goal Location,Booking,Game_State,length_x,length_y,length_euclidean,angle_degrees,direction
Defensive Action,00:23:12:270,Unsuccessful,-,-,-,-,Keyane Ait Bahmad,14,Den Bosch O17,34,28,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:23:13:630,Unsuccessful,Basic,-,-,High,Dani,7,Helmond Sport O17,29,25,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:23:15:190,Successful,-,-,-,-,Hassan Mustafa,20,Den Bosch O17,45,15,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:23:18:660,Successful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,47,30,-,Luc Lombo,18,48,35,-,-,-,-,-,-,1,5,5,78.7,lateral
Pass,00:23:20:210,Successful,Basic,-,-,High,Luc Lombo,18,Den Bosch O17,50,39,-,Huib Alberts,15,60,43,-,-,-,-,-,-,10,4,11,21.8,forward
Pass,00:23:22:250,Successful,Basic,-,-,Medium,Huib Alberts,15,Den Bosch O17,60,45,-,Senn Talakua,2,54,78,-,-,-,-,-,-,-6,33,34,100.3,lateral
Pass,00:23:29:200,Successful,Basic,-,-,High,Senn Talakua,2,Den Bosch O17,56,63,-,Kenji Viveen,16,76,39,-,-,-,-,-,-,20,-24,31,-50.2,lateral
Pass,00:23:32:820,Successful,Basic,-,-,Low,Kenji Viveen,16,Den Bosch O17,77,38,-,Jasper Riemersma,3,71,25,-,-,-,-,-,-,-6,-13,14,-114.8,lateral
Pass,00:23:36:220,Unsuccessful,Through Ball,-,-,High,Jasper Riemersma,3,Den Bosch O17,66,21,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:23:40:950,Successful,-,-,-,-,Wessel,4,Helmond Sport O17,13,19,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:23:41:110,Unsuccessful,Basic,-,-,High,Wessel,4,Helmond Sport O17,13,18,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,00:24:00:460,Unsuccessful,Throw-in,-,-,Low,Hassan Mustafa,20,Den Bosch O17,8,4,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:24:01:440,Successful,-,-,-,-,Wessel,4,Helmond Sport O17,7,18,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:24:01:580,Successful,Basic,-,-,High,Wessel,4,Helmond Sport O17,7,17,-,Dani,7,8,11,-,-,-,-,-,-,1,-6,6,-80.5,lateral
Pass,00:24:02:170,Unsuccessful,Basic,-,-,High,Dani,7,Helmond Sport O17,8,9,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Duel,00:24:03:330,Lost,Air,-,-,-,Max,20,Helmond Sport O17,19,9,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:24:03:330,Won,Air,-,-,-,Luc Lombo,18,Den Bosch O17,19,9,-,-,-,-,-,-,-,-,-,-,-,,,,,
Defensive Action,00:24:03:370,Successful,-,-,-,-,Luc Lombo,18,Den Bosch O17,19,9,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:24:03:430,Successful,Basic,-,-,High,Luc Lombo,18,Den Bosch O17,18,9,-,Hassan Mustafa,20,13,5,-,-,-,-,-,-,-5,-4,6,-141.3,backward
Pass,00:24:05:290,Unsuccessful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,15,7,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:24:06:190,Successful,-,-,-,-,Rayen S.,6,Helmond Sport O17,14,12,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:24:06:340,Successful,Basic,-,-,High,Rayen S.,6,Helmond Sport O17,14,12,-,Loek,17,21,18,-,-,-,-,-,-,7,6,9,40.6,forward
Pass,00:24:08:610,Unsuccessful,Basic,-,-,High,Loek,17,Helmond Sport O17,22,17,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:24:09:470,Successful,-,-,-,-,Jasper Riemersma,3,Den Bosch O17,37,11,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Duel,00:24:11:430,Lost,Ground,-,-,-,Elvi,9,Helmond Sport O17,39,20,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:24:11:430,Won,Ground,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,39,20,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:24:11:470,Successful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,40,20,-,Huib Alberts,15,68,18,-,-,-,-,-,-,28,-2,28,-4.1,forward
Duel,00:24:15:600,Won,Ground,-,-,-,Huib Alberts,15,Den Bosch O17,68,16,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:24:15:600,Lost,Ground,-,-,-,Max,20,Helmond Sport O17,68,16,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:24:15:650,Unsuccessful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,69,16,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,00:24:42:420,Successful,Throw-in,-,-,Low,Dani,7,Helmond Sport O17,87,4,-,Elvi,9,91,14,-,-,-,-,-,-,4,10,11,68.2,lateral
Pass,00:24:43:280,Successful,Basic,-,-,High,Elvi,9,Helmond Sport O17,92,11,-,Berk,18,89,17,-,-,-,-,-,-,-3,6,7,116.6,lateral
Pass,00:24:46:030,Unsuccessful,Basic,-,-,High,Berk,18,Helmond Sport O17,95,14,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:24:46:250,Successful,-,-,-,-,Hassan Mustafa,20,Den Bosch O17,93,11,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:24:46:330,Successful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,93,11,-,Jasper Riemersma,3,96,17,-,-,-,-,-,-,3,6,7,63.4,lateral
Pass,00:24:47:620,Unsuccessful,Basic,-,-,High,Jasper Riemersma,3,Den Bosch O17,95,13,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:24:49:640,Successful,-,-,-,-,Wessel,4,Helmond Sport O17,69,17,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:24:51:390,Unsuccessful,Basic,-,-,High,Wessel,4,Helmond Sport O17,78,23,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:24:52:810,Successful,-,-,-,-,Senn Talakua,2,Den Bosch O17,76,48,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Defensive Action,00:24:54:770,Unsuccessful,-,-,-,-,Loek,17,Helmond Sport O17,61,47,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Defensive Action,00:24:58:310,Successful,-,-,-,-,Jorg,3,Helmond Sport O17,47,45,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,00:24:59:310,Successful,Basic,-,-,High,Jorg,3,Helmond Sport O17,47,44,-,Wessel,4,48,32,-,-,-,-,-,-,1,-12,12,-85.2,lateral
Pass,00:25:01:430,Successful,Basic,-,-,High,Wessel,4,Helmond Sport O17,52,28,-,Max,20,66,5,-,-,-,-,-,-,14,-23,27,-58.7,lateral
Attacking Third Entry,00:25:06:540,-,-,-,-,-,Max,20,Helmond Sport O17,72,11,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Dribbles,00:25:06:680,Successful,-,-,-,-,Max,20,Helmond Sport O17,75,12,-,-,-,77,13,-,-,-,-,-,-,2,1,2,26.6,forward
Pass,00:25:08:440,Successful,Cross,-,-,High,Max,20,Helmond Sport O17,87,12,-,Elvi,9,92,55,-,-,-,-,-,-,5,43,43,83.4,lateral
Penalty Box Entries,00:25:11:260,-,-,-,-,-,Elvi,9,Helmond Sport O17,92,54,-,-,-,-,-,-,Center,-,-,-,-,,,,,
Pass,00:25:12:330,Successful,Basic,Key,-,High,Elvi,9,Helmond Sport O17,92,55,-,Rayen B.,22,86,66,-,-,-,-,-,-,-6,11,13,118.6,lateral
Shots,00:25:13:250,Blocked,In Game,-,No Goal,Medium,Rayen B.,22,Helmond Sport O17,87,67,Right Foot,-,-,-,-,-,-,-,Bottom-left,-,-,,,,,
Defensive Action,00:25:13:480,Successful,-,-,-,-,Senn Talakua,2,Den Bosch O17,91,56,-,-,-,-,-,Blocks,-,-,-,-,-,,,,,
Defensive Action,00:25:15:210,Successful,-,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,92,65,-,-,-,-,-,Clearance,-,-,-,-,-,,,,,
Pass,00:25:35:620,Successful,Throw-in,-,-,Low,Keano,12,Helmond Sport O17,83,96,-,Loek,17,86,84,-,-,-,-,-,-,3,-12,12,-76.0,lateral
Pass,00:25:37:350,Unsuccessful,Basic,-,-,High,Loek,17,Helmond Sport O17,87,82,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:25:39:000,Successful,-,-,-,-,Oscar Li,17,Den Bosch O17,80,64,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:25:39:050,Successful,Basic,-,-,Medium,Oscar Li,17,Den Bosch O17,80,65,-,Huib Alberts,15,90,64,-,-,-,-,-,-,10,-1,10,-5.7,forward
Pass,00:25:41:010,Unsuccessful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,90,63,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,00:25:45:760,Unsuccessful,Basic,-,-,High,Max,20,Helmond Sport O17,78,30,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:25:47:710,Successful,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,68,44,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:25:47:820,Unsuccessful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,67,45,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:25:50:550,Successful,-,-,-,-,Keano,12,Helmond Sport O17,58,70,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:25:50:670,Successful,Basic,-,-,High,Keano,12,Helmond Sport O17,58,68,-,Jorg,3,52,59,-,-,-,-,-,-,-6,-9,11,-123.7,lateral
Pass,00:25:51:900,Successful,Basic,-,-,High,Jorg,3,Helmond Sport O17,53,59,-,Rayen S.,6,62,65,-,-,-,-,-,-,9,6,11,33.7,forward
Pass,00:25:52:830,Successful,Basic,-,-,High,Rayen S.,6,Helmond Sport O17,61,67,-,Loek,17,59,59,-,-,-,-,-,-,-2,-8,8,-104.0,lateral
Duel,00:25:54:450,Won,Ground,-,-,-,Loek,17,Helmond Sport O17,59,60,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:25:54:450,Lost,Ground,-,-,-,Luc Lombo,18,Den Bosch O17,59,60,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:25:55:880,Successful,Basic,-,-,Medium,Loek,17,Helmond Sport O17,56,52,-,Wessel,4,47,31,-,-,-,-,-,-,-9,-21,23,-113.2,lateral
Pass,00:25:57:500,Successful,Basic,-,-,Low,Wessel,4,Helmond Sport O17,47,30,-,Dani,7,58,7,-,-,-,-,-,-,11,-23,26,-64.4,lateral
Pass,00:26:03:190,Successful,Basic,-,-,Medium,Dani,7,Helmond Sport O17,70,5,-,Max,20,68,13,-,-,-,-,-,-,-2,8,8,104.0,lateral
Attacking Third Entry,00:26:05:220,-,-,-,-,-,Max,20,Helmond Sport O17,72,14,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Pass,00:26:05:610,Successful,Basic,-,-,High,Max,20,Helmond Sport O17,74,14,-,Dani,7,87,4,-,-,-,-,-,-,13,-10,16,-37.6,forward
Pass,00:26:07:840,Unsuccessful,Basic,-,-,Medium,Dani,7,Helmond Sport O17,88,5,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:26:09:880,Successful,-,-,-,-,Keyane Ait Bahmad,14,Den Bosch O17,83,51,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:26:09:930,Unsuccessful,Basic,-,-,High,Keyane Ait Bahmad,14,Den Bosch O17,83,52,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Duel,00:26:12:140,Won,Ground,-,-,-,Rayen S.,6,Helmond Sport O17,71,29,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:26:12:140,Lost,Ground,-,-,-,Sufyan van Daalen,10,Den Bosch O17,71,29,-,-,-,-,-,-,-,-,-,-,-,,,,,
Defensive Action,00:26:12:230,Successful,-,-,-,-,Rayen S.,6,Helmond Sport O17,71,29,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:26:13:660,Successful,Basic,-,-,High,Rayen S.,6,Helmond Sport O17,67,32,-,Jorg,3,55,50,-,-,-,-,-,-,-12,18,22,123.7,lateral
Pass,00:26:16:170,Successful,Basic,-,-,Medium,Jorg,3,Helmond Sport O17,61,56,-,Keano,12,72,85,-,-,-,-,-,-,11,29,31,69.2,lateral
Attacking Third Entry,00:26:18:780,-,-,-,-,-,Keano,12,Helmond Sport O17,73,86,-,-,-,-,-,-,Right,-,-,-,-,,,,,
Defensive Action,00:26:20:590,Unsuccessful,-,-,-,-,Keyane Ait Bahmad,14,Den Bosch O17,79,90,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,00:26:29:550,Unsuccessful,Throw-in,-,-,Low,Keano,12,Helmond Sport O17,91,97,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Duel,00:26:30:460,Won,Ground,-,-,-,Sufyan van Daalen,10,Den Bosch O17,83,88,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:26:30:460,Lost,Ground,-,-,-,Loek,17,Helmond Sport O17,83,88,-,-,-,-,-,-,-,-,-,-,-,,,,,
Defensive Action,00:26:30:500,Unsuccessful,-,-,-,-,Sufyan van Daalen,10,Den Bosch O17,83,88,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Lost Possession,00:26:33:140,-,-,-,-,-,Keano,12,Helmond Sport O17,90,88,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:26:33:950,Unsuccessful,Basic,-,-,High,Senn Talakua,2,Den Bosch O17,92,88,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,00:26:40:160,Unsuccessful,Basic,-,-,Medium,Wessel,4,Helmond Sport O17,68,52,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,00:26:41:900,Successful,Basic,-,-,High,Elvi,9,Helmond Sport O17,71,44,-,Jorg,3,57,64,-,-,-,-,-,-,-14,20,24,125.0,lateral
Pass,00:26:45:480,Successful,Basic,-,-,Medium,Jorg,3,Helmond Sport O17,58,62,-,Wessel,4,57,37,-,-,-,-,-,-,-1,-25,25,-92.3,lateral
Pass,00:26:48:200,Successful,Basic,-,-,High,Wessel,4,Helmond Sport O17,62,39,-,Keano,12,86,87,-,-,-,-,-,-,24,48,54,63.4,lateral
Attacking Third Entry,00:26:52:690,-,-,-,-,-,Keano,12,Helmond Sport O17,86,87,-,-,-,-,-,-,Right,-,-,-,-,,,,,
Pass,00:26:52:840,Unsuccessful,Cross,-,-,Medium,Keano,12,Helmond Sport O17,87,87,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Duel,00:26:54:300,Won,Air,-,-,-,Jasper Riemersma,3,Den Bosch O17,88,53,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:26:54:300,Lost,Air,-,-,-,Elvi,9,Helmond Sport O17,88,53,-,-,-,-,-,-,-,-,-,-,-,,,,,
Defensive Action,00:26:54:340,Successful,-,-,-,-,Jasper Riemersma,3,Den Bosch O17,88,52,-,-,-,-,-,Clearance,-,-,-,-,-,,,,,
Defensive Action,00:26:58:380,Successful,-,-,-,-,Rayen S.,6,Helmond Sport O17,68,58,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,00:27:00:190,Successful,Basic,-,-,High,Rayen S.,6,Helmond Sport O17,60,67,-,Wessel,4,47,50,-,-,-,-,-,-,-13,-17,21,-127.4,lateral
Pass,00:27:02:300,Successful,Basic,-,-,Medium,Wessel,4,Helmond Sport O17,46,50,-,Nasim,23,18,56,-,-,-,-,-,-,-28,6,29,167.9,backward
Pass,00:27:06:920,Successful,Basic,-,-,Low,Nasim,23,Helmond Sport O17,18,56,-,Jorg,3,26,77,-,-,-,-,-,-,8,21,22,69.2,lateral
Pass,00:27:10:490,Unsuccessful,Through Ball,-,-,Medium,Jorg,3,Helmond Sport O17,35,74,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:27:14:680,Successful,-,-,-,-,Huib Alberts,15,Den Bosch O17,75,68,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:27:14:830,Unsuccessful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,76,68,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:27:16:750,Successful,-,-,-,-,Berk,18,Helmond Sport O17,75,57,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:27:16:770,Unsuccessful,Basic,-,-,High,Berk,18,Helmond Sport O17,75,56,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:27:17:160,Successful,-,-,-,-,Jasper Riemersma,3,Den Bosch O17,78,58,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:27:17:200,Successful,Basic,-,-,High,Jasper Riemersma,3,Den Bosch O17,78,56,-,Luc Lombo,18,76,49,-,-,-,-,-,-,-2,-7,7,-106.0,lateral
Pass,00:27:19:300,Successful,Basic,-,-,High,Luc Lombo,18,Den Bosch O17,72,50,-,Sufyan van Daalen,10,56,63,-,-,-,-,-,-,-16,13,21,140.9,backward
Duel,00:27:20:510,Won,Ground,-,-,-,Sufyan van Daalen,10,Den Bosch O17,57,65,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:27:20:510,Lost,Ground,-,-,-,Jorg,3,Helmond Sport O17,57,65,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:27:23:140,Successful,Basic,-,-,High,Sufyan van Daalen,10,Den Bosch O17,59,56,-,Luc Lombo,18,53,48,-,-,-,-,-,-,-6,-8,10,-126.9,lateral
Defensive Action,00:27:24:710,Successful,-,-,-,-,Wessel,4,Helmond Sport O17,52,50,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,00:27:26:890,Successful,Basic,-,-,Medium,Rayen S.,6,Helmond Sport O17,48,55,-,Nasim,23,16,49,-,-,-,-,-,-,-32,-6,33,-169.4,backward
Pass,00:27:31:230,Successful,Basic,-,-,Low,Nasim,23,Helmond Sport O17,17,51,-,Jorg,3,21,58,-,-,-,-,-,-,4,7,8,60.3,lateral
Pass,00:27:33:480,Successful,Basic,-,-,Medium,Jorg,3,Helmond Sport O17,24,57,-,Wessel,4,27,33,-,-,-,-,-,-,3,-24,24,-82.9,lateral
Pass,00:27:35:390,Successful,Basic,-,-,Medium,Wessel,4,Helmond Sport O17,26,33,-,Nasim,23,13,49,-,-,-,-,-,-,-13,16,21,129.1,lateral
Pass,00:27:38:690,Successful,Basic,-,-,Low,Nasim,23,Helmond Sport O17,15,50,-,Wessel,4,25,29,-,-,-,-,-,-,10,-21,23,-64.5,lateral
Pass,00:27:43:090,Successful,Basic,-,-,High,Wessel,4,Helmond Sport O17,34,23,-,Dani,7,52,4,-,-,-,-,-,-,18,-19,26,-46.6,lateral
Pass,00:27:48:180,Successful,Basic,-,-,High,Dani,7,Helmond Sport O17,56,4,-,Max,20,52,12,-,-,-,-,-,-,-4,8,9,116.6,lateral
Pass,00:27:50:150,Successful,Basic,-,-,High,Max,20,Helmond Sport O17,52,7,-,Dani,7,55,4,-,-,-,-,-,-,3,-3,4,-45.0,forward
Pass,00:27:51:850,Unsuccessful,Basic,-,-,High,Dani,7,Helmond Sport O17,57,5,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:27:52:310,Successful,-,-,-,-,Hassan Mustafa,20,Den Bosch O17,60,7,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:27:53:770,Unsuccessful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,56,9,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:27:54:310,Successful,-,-,-,-,Rayen S.,6,Helmond Sport O17,54,16,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Foul,00:27:55:090,-,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,55,13,-,Rayen S.,6,-,-,-,-,-,-,-,-,,,,,
Freekick,00:28:08:720,Successful,Pass,-,-,-,Rayen S.,6,Helmond Sport O17,57,13,-,Dani,7,57,4,-,-,-,-,-,-,,,,,
Pass,00:28:10:210,Successful,Basic,-,-,High,Dani,7,Helmond Sport O17,57,5,-,Max,20,81,4,-,-,-,-,-,-,24,-1,24,-2.4,forward
Attacking Third Entry,00:28:13:660,-,-,-,-,-,Max,20,Helmond Sport O17,81,5,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Pass,00:28:15:580,Unsuccessful,Cross,-,-,Medium,Max,20,Helmond Sport O17,92,16,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:28:16:480,Successful,-,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,88,41,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Defensive Action,00:28:16:530,Successful,-,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,88,40,-,-,-,-,-,Clearance,-,-,-,-,-,,,,,
Duel,00:28:18:300,Won,Ground,-,-,-,Oscar Li,17,Den Bosch O17,74,23,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:28:18:300,Lost,Ground,-,-,-,Dani,7,Helmond Sport O17,74,23,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:28:18:400,Successful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,74,24,-,Thijs Mendonca,22,74,28,-,-,-,-,-,-,0,4,4,90.0,lateral
Pass,00:28:20:010,Successful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,68,27,-,Oscar Li,17,66,39,-,-,-,-,-,-,-2,12,12,99.5,lateral
Pass,00:28:21:390,Unsuccessful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,66,39,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:28:21:700,Unsuccessful,-,-,-,-,Berk,18,Helmond Sport O17,68,46,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:28:22:800,Successful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,67,41,-,Rayaan Lakbibchi,8,71,42,-,-,-,-,-,-,4,1,4,14.0,forward
Pass,00:28:24:790,Successful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,72,49,-,Senn Talakua,2,73,66,-,-,-,-,-,-,1,17,17,86.6,lateral
Pass,00:28:26:530,Successful,Basic,-,-,Medium,Senn Talakua,2,Den Bosch O17,74,68,-,Kenji Viveen,16,94,51,-,-,-,-,-,-,20,-17,26,-40.4,forward
Pass,00:28:28:960,Successful,Basic,-,-,Medium,Kenji Viveen,16,Den Bosch O17,93,49,-,Jasper Riemersma,3,83,26,-,-,-,-,-,-,-10,-23,25,-113.5,lateral
Pass,00:28:33:700,Successful,Basic,-,-,Medium,Jasper Riemersma,3,Den Bosch O17,78,16,-,Hassan Mustafa,20,71,4,-,-,-,-,-,-,-7,-12,14,-120.3,lateral
Pass,00:28:35:850,Successful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,70,5,-,Oscar Li,17,60,5,-,-,-,-,-,-,-10,0,10,180.0,backward
Duel,00:28:36:930,Won,Ground,-,-,-,Oscar Li,17,Den Bosch O17,60,5,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,00:28:36:930,Lost,Ground,-,-,-,Dani,7,Helmond Sport O17,60,5,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,00:28:36:930,Unsuccessful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,60,4,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:28:37:730,Successful,-,-,-,-,Max,20,Helmond Sport O17,63,9,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:28:40:030,Successful,Basic,-,-,Medium,Max,20,Helmond Sport O17,54,5,-,Nasim,23,17,46,-,-,-,-,-,-,-37,41,55,132.1,lateral
Pass,00:28:48:360,Successful,Basic,-,-,Low,Nasim,23,Helmond Sport O17,20,43,-,Jorg,3,24,64,-,-,-,-,-,-,4,21,21,79.2,lateral
Pass,00:28:53:430,Successful,Basic,-,-,Medium,Jorg,3,Helmond Sport O17,30,65,-,Nasim,23,14,57,-,-,-,-,-,-,-16,-8,18,-153.4,backward
Pass,00:28:56:750,Successful,Basic,-,-,Medium,Nasim,23,Helmond Sport O17,17,53,-,Wessel,4,21,28,-,-,-,-,-,-,4,-25,25,-80.9,lateral
Pass,00:28:59:990,Successful,Basic,-,-,Medium,Wessel,4,Helmond Sport O17,25,23,-,Max,20,47,25,-,-,-,-,-,-,22,2,22,5.2,forward
Pass,00:29:03:950,Successful,Basic,-,-,Medium,Max,20,Helmond Sport O17,42,20,-,Wessel,4,34,10,-,-,-,-,-,-,-8,-10,13,-128.7,lateral
Pass,00:29:05:190,Successful,Basic,-,-,Medium,Wessel,4,Helmond Sport O17,35,12,-,Max,20,43,20,-,-,-,-,-,-,8,8,11,45.0,forward
Pass,00:29:07:520,Successful,Basic,-,-,Medium,Max,20,Helmond Sport O17,34,26,-,Keano,12,41,74,-,-,-,-,-,-,7,48,49,81.7,lateral
Pass,00:29:11:460,Successful,Basic,-,-,High,Keano,12,Helmond Sport O17,37,72,-,Jorg,3,27,64,-,-,-,-,-,-,-10,-8,13,-141.3,backward
Pass,00:29:16:130,Successful,Basic,-,-,Medium,Jorg,3,Helmond Sport O17,34,63,-,Max,20,54,15,-,-,-,-,-,-,20,-48,52,-67.4,lateral
Defensive Action,00:29:20:990,Successful,-,-,-,-,Luc Lombo,18,Den Bosch O17,54,21,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,00:29:25:200,Unsuccessful,Basic,-,-,High,Luc Lombo,18,Den Bosch O17,47,20,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,00:29:26:740,Successful,-,-,-,-,Jorg,3,Helmond Sport O17,34,29,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,00:29:26:860,Successful,Basic,-,-,High,Jorg,3,Helmond Sport O17,34,30,-,Nasim,23,7,38,-,-,-,-,-,-,-27,8,28,163.5,backward
Pass,00:29:32:000,Successful,Basic,-,-,Medium,Nasim,23,Helmond Sport O17,9,39,-,Wessel,4,20,30,-,-,-,-,-,-,11,-9,14,-39.3,forward
Pass,00:29:34:550,Successful,Basic,-,-,High,Wessel,4,Helmond Sport O17,20,29,-,Jorg,3,14,13,-,-,-,-,-,-,-6,-16,17,-110.6,lateral
