Event,Timestamp,Result,Type,Pass Outcome,Shot outcome,Pressure,Player Name,Shirt Number,Team Name,Start Position X,Start Position Y,Foot used,Receiver Name,Receiver Shirt Number,End Position X,End Position Y,Defensive Action,Side,Distribution,Goal Location,Booking,Game_State
Game_State,00:00:00:000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1st Half Start
Pass,00:00:18:130,Successful,Basic,-,-,High,Jahmani Braham,17,AFC O19,37,33,-,Dax Keller,4,45,38,-,-,-,-,-,-
Off-side,00:00:20:210,-,-,-,-,-,Mohamed el Khallare,7,AFC O19,25,5,-,-,-,-,-,-,-,-,-,-,-
Pass,00:00:33:000,Successful,Basic,-,-,Low,Enzo,5,FC Emmen O19,26,8,-,Raff,3,17,18,-,-,-,-,-,-
Pass,00:00:35:280,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,18,19,-,Huub,8,26,21,-,-,-,-,-,-
Pass,00:00:42:300,Unsuccessful,Basic,-,-,Medium,Huub,8,FC Emmen O19,44,35,-,-,-,-,-,-,-,-,-,-,-
Pass,00:00:51:510,Successful,Throw-in,-,-,Low,Pharell Dankwa,2,AFC O19,56,2,-,Noach Shenkman,6,36,8,-,-,-,-,-,-
Defensive Action,00:00:54:670,Successful,-,-,-,-,Enzo,5,FC Emmen O19,34,5,-,-,-,-,-,Tackle,-,-,-,-,-
Lost Possession,00:00:54:710,-,-,-,-,-,Noach Shenkman,6,AFC O19,33,5,-,-,-,-,-,-,-,-,-,-,-
Pass,00:00:56:020,Successful,Basic,-,-,High,Enzo,5,FC Emmen O19,30,7,-,Kevin,1,3,31,-,-,-,-,-,-
Pass,00:01:00:210,Successful,Basic,-,-,Low,Kevin,1,FC Emmen O19,4,31,-,Raff,3,8,20,-,-,-,-,-,-
Pass,00:01:03:780,Unsuccessful,Basic,-,-,High,Raff,3,FC Emmen O19,11,18,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:01:06:060,Successful,-,-,-,-,Dax Keller,4,AFC O19,48,33,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:01:06:100,Unsuccessful,Basic,-,-,High,Dax Keller,4,AFC O19,48,32,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:01:08:110,Successful,-,-,-,-,Enzo,5,FC Emmen O19,20,22,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:01:08:150,Unsuccessful,Basic,-,-,High,Enzo,5,FC Emmen O19,20,21,-,-,-,-,-,-,-,-,-,-,-
Pass,00:01:11:560,Successful,Basic,-,-,High,Rody Schouren,19,AFC O19,47,60,-,Diaz Baars,5,53,57,-,-,-,-,-,-
Pass,00:01:15:630,Successful,Basic,-,-,High,Diaz Baars,5,AFC O19,55,50,-,Dax Keller,4,69,46,-,-,-,-,-,-
Pass,00:01:18:240,Successful,Basic,-,-,High,Dax Keller,4,AFC O19,68,48,-,Jahmani Braham,17,20,11,-,-,-,-,-,-
Attacking Third Entry,00:01:22:000,-,-,-,-,-,Jahmani Braham,17,AFC O19,20,10,-,-,-,-,-,-,Right,-,-,-,-
Penalty Box Entries,00:01:22:940,-,-,-,-,-,Jahmani Braham,17,AFC O19,14,21,-,-,-,-,-,-,Right,-,-,-,-
Pass,00:01:24:600,Unsuccessful,Basic,-,-,High,Jahmani Braham,17,AFC O19,5,25,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:01:26:220,Successful,-,-,-,-,David,4,FC Emmen O19,10,37,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:01:26:380,Successful,Basic,-,-,High,David,4,FC Emmen O19,10,37,-,Raff,3,8,23,-,-,-,-,-,-
Pass,00:01:28:470,Unsuccessful,Basic,-,-,High,Raff,3,FC Emmen O19,9,24,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:01:30:500,Unsuccessful,-,-,-,-,Mohamed el Khallare,7,AFC O19,26,9,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:01:31:800,Successful,Basic,-,-,High,Yvarion,11,FC Emmen O19,25,12,-,Raff,3,13,31,-,-,-,-,-,-
Pass,00:01:33:800,Successful,Basic,-,-,Medium,Raff,3,FC Emmen O19,13,31,-,Emmanuel,15,32,32,-,-,-,-,-,-
Duel,00:01:35:610,Won,Ground,-,-,-,Emmanuel,15,FC Emmen O19,32,32,-,-,-,-,-,-,-,-,-,-,-
Duel,00:01:35:650,Lost,Ground,-,-,-,Prio Hamid,3,AFC O19,31,33,-,-,-,-,-,-,-,-,-,-,-
Pass,00:01:35:690,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,32,32,-,Ilias,2,22,74,-,-,-,-,-,-
Defensive Action,00:01:39:880,Unsuccessful,-,-,-,-,Rody Schouren,19,AFC O19,21,76,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:01:41:900,Unsuccessful,Basic,-,-,High,Ilias,2,FC Emmen O19,19,89,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:01:43:310,Successful,-,-,-,-,Diaz Baars,5,AFC O19,28,83,-,-,-,-,-,Interception,-,-,-,-,-
Duel,00:01:43:350,Won,Ground,-,-,-,Diaz Baars,5,AFC O19,29,84,-,-,-,-,-,-,-,-,-,-,-
Duel,00:01:43:390,Lost,Ground,-,-,-,D' Angelo,12,FC Emmen O19,28,84,-,-,-,-,-,-,-,-,-,-,-
Pass,00:01:43:760,Unsuccessful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,25,88,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:01:43:970,Unsuccessful,-,-,-,-,D' Angelo,12,FC Emmen O19,27,87,-,-,-,-,-,Interception,-,-,-,-,-
Foul,00:01:48:440,-,-,-,-,-,D' Angelo,12,FC Emmen O19,30,95,-,Nicolai de Kort,15,-,-,-,-,-,-,-,-
Freekick,00:02:05:180,Successful,Pass,-,-,-,Nicolai de Kort,15,AFC O19,42,88,-,Diaz Baars,5,63,86,-,-,-,-,-,-
Pass,00:02:05:220,Successful,Basic,-,-,Low,Nicolai de Kort,15,AFC O19,42,89,-,Diaz Baars,5,63,86,-,-,-,-,-,-
Pass,00:02:08:850,Unsuccessful,Basic,-,-,Medium,Diaz Baars,5,AFC O19,45,90,-,-,-,-,-,-,-,-,-,-,-
Pass,00:02:12:130,Successful,Basic,-,-,High,David,4,FC Emmen O19,18,79,-,Kevin,1,6,54,-,-,-,-,-,-
Pass,00:02:18:070,Successful,Basic,-,-,Low,Kevin,1,FC Emmen O19,6,51,-,Raff,3,6,38,-,-,-,-,-,-
Pass,00:02:19:970,Successful,Basic,-,-,Medium,Raff,3,FC Emmen O19,6,39,-,Kevin,1,6,50,-,-,-,-,-,-
Pass,00:02:21:920,Successful,Basic,-,-,High,Kevin,1,FC Emmen O19,7,50,-,Emmanuel,15,14,50,-,-,-,-,-,-
Pass,00:02:24:500,Successful,Basic,-,-,Medium,Emmanuel,15,FC Emmen O19,6,69,-,David,4,5,87,-,-,-,-,-,-
Pass,00:02:26:390,Successful,Basic,-,-,High,David,4,FC Emmen O19,6,87,-,Emmanuel,15,11,89,-,-,-,-,-,-
Lost Possession,00:02:33:260,-,-,-,-,-,Emmanuel,15,FC Emmen O19,9,93,-,-,-,-,-,-,-,-,-,-,-
Pass,00:02:56:940,Successful,Throw-in,-,-,Low,Rody Schouren,19,AFC O19,8,96,-,Jahmani Braham,17,8,87,-,-,-,-,-,-
Pass,00:02:57:750,Successful,Basic,-,-,High,Jahmani Braham,17,AFC O19,9,85,-,Rody Schouren,19,8,95,-,-,-,-,-,-
Pass,00:02:59:970,Unsuccessful,Cross,-,-,High,Rody Schouren,19,AFC O19,3,92,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:03:00:800,Unsuccessful,-,-,-,-,David,4,FC Emmen O19,4,75,-,-,-,-,-,Interception,-,-,-,-,-
Corners,00:03:27:250,Unsuccessful,Cross,-,-,-,Noach Shenkman,6,AFC O19,2,97,-,-,-,-,-,-,Left Corner,-,-,-,-
Defensive Action,00:03:28:680,Successful,-,-,-,-,Raff,3,FC Emmen O19,5,51,-,-,-,-,-,Clearance,-,-,-,-,-
Pass,00:03:36:690,Unsuccessful,Cross,-,-,High,Milan Engelander,10,AFC O19,16,82,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:03:37:740,Successful,-,-,-,-,David,4,FC Emmen O19,7,55,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:03:37:780,Unsuccessful,Basic,-,-,High,David,4,FC Emmen O19,7,55,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:03:40:180,Successful,-,-,-,-,Milan Engelander,10,AFC O19,19,73,-,-,-,-,-,Interception,-,-,-,-,-
Duel,00:03:40:220,Won,Ground,-,-,-,Milan Engelander,10,AFC O19,19,73,-,-,-,-,-,-,-,-,-,-,-
Duel,00:03:40:260,Lost,Ground,-,-,-,Amine,6,FC Emmen O19,19,74,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:03:43:470,Successful,-,-,-,-,Ilias,2,FC Emmen O19,12,83,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:03:44:570,Successful,Basic,-,-,High,Ilias,2,FC Emmen O19,12,89,-,D' Angelo,12,23,91,-,-,-,-,-,-
Lost Possession,00:03:45:460,-,-,-,-,-,D' Angelo,12,FC Emmen O19,23,91,-,-,-,-,-,-,-,-,-,-,-
Pass,00:03:57:270,Successful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,28,96,-,Noach Shenkman,6,19,91,-,-,-,-,-,-
Duel,00:03:58:720,Won,Air,-,-,-,Noach Shenkman,6,AFC O19,18,90,-,-,-,-,-,-,-,-,-,-,-
Duel,00:03:58:760,Lost,Air,-,-,-,Ilias,2,FC Emmen O19,18,90,-,-,-,-,-,-,-,-,-,-,-
Pass,00:03:58:800,Unsuccessful,Basic,-,-,High,Noach Shenkman,6,AFC O19,18,90,-,-,-,-,-,-,-,-,-,-,-
Pass,00:04:02:280,Successful,Basic,-,-,High,Huub,8,FC Emmen O19,15,81,-,Ilias,2,15,93,-,-,-,-,-,-
Pass,00:04:03:270,Successful,Basic,-,-,High,Ilias,2,FC Emmen O19,15,92,-,Emmanuel,15,23,74,-,-,-,-,-,-
Pass,00:04:05:400,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,20,86,-,David,4,9,88,-,-,-,-,-,-
Pass,00:04:10:030,Successful,Basic,-,-,Low,David,4,FC Emmen O19,16,50,-,Enzo,5,25,16,-,-,-,-,-,-
Pass,00:04:12:420,Successful,Basic,-,-,High,Enzo,5,FC Emmen O19,25,14,-,Huub,8,41,15,-,-,-,-,-,-
Pass,00:04:13:640,Successful,Basic,-,-,High,Huub,8,FC Emmen O19,44,19,-,Amine,6,30,18,-,-,-,-,-,-
Defensive Action,00:04:15:080,Successful,-,-,-,-,Noach Shenkman,6,AFC O19,30,17,-,-,-,-,-,Tackle,-,-,-,-,-
Penalty Box Entries,00:04:21:050,-,-,-,-,-,Noach Shenkman,6,AFC O19,15,24,-,-,-,-,-,-,Right,-,-,-,-
Pass,00:04:22:630,Unsuccessful,Basic,-,-,High,Noach Shenkman,6,AFC O19,9,25,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:04:22:670,Unsuccessful,-,-,-,-,Raff,3,FC Emmen O19,9,26,-,-,-,-,-,Interception,-,-,-,-,-
Corners,00:04:47:850,Chance Created,Cross,-,-,-,Noach Shenkman,6,AFC O19,2,2,-,Jahmani Braham,17,5,43,-,Right Corner,-,-,-,-
Pass,00:04:47:890,Successful,Cross,Key,-,Low,Noach Shenkman,6,AFC O19,1,2,-,Jahmani Braham,17,5,43,-,-,-,-,-,-
Shots,00:04:49:070,On Target,In Game,-,No Goal,High,Jahmani Braham,17,AFC O19,5,43,Right Foot,-,-,-,-,-,-,-,Top-right,-,-
Gk Saves,00:04:50:720,-,High Saves,-,-,-,Kevin,1,FC Emmen O19,3,46,-,-,-,-,-,-,-,-,-,-,-
Gk Distribution,00:04:56:050,Successful,-,-,-,-,Kevin,1,FC Emmen O19,5,51,-,David,4,9,70,-,-,Throw,-,-,-
Pass,00:04:58:330,Successful,Basic,-,-,Low,David,4,FC Emmen O19,13,71,-,Emmanuel,15,17,62,-,-,-,-,-,-
Pass,00:05:00:840,Successful,Basic,-,-,Medium,Emmanuel,15,FC Emmen O19,20,65,-,D' Angelo,12,38,56,-,-,-,-,-,-
Pass,00:05:02:230,Successful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,38,57,-,Remiyan,9,47,57,-,-,-,-,-,-
Pass,00:05:04:130,Unsuccessful,Basic,-,-,High,Remiyan,9,FC Emmen O19,47,58,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:05:05:030,Successful,-,-,-,-,Dax Keller,4,AFC O19,46,63,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:05:06:420,Unsuccessful,Basic,-,-,High,Dax Keller,4,AFC O19,45,63,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:05:07:290,Successful,-,-,-,-,David,4,FC Emmen O19,33,63,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:05:08:230,Successful,Basic,-,-,High,Rody Schouren,19,AFC O19,45,53,-,Milan Engelander,10,7,78,-,-,-,-,-,-
Penalty Box Entries,00:05:12:890,-,-,-,-,-,Milan Engelander,10,AFC O19,8,77,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:05:15:180,Unsuccessful,Cross,-,-,High,Milan Engelander,10,AFC O19,10,82,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:05:16:570,Successful,-,-,-,-,Raff,3,FC Emmen O19,9,55,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:05:16:730,Unsuccessful,Basic,-,-,Medium,Raff,3,FC Emmen O19,10,55,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:05:19:060,Successful,-,-,-,-,Nicolai de Kort,15,AFC O19,27,60,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:05:20:240,Successful,Basic,-,-,Medium,Nicolai de Kort,15,AFC O19,34,55,-,Dax Keller,4,39,57,-,-,-,-,-,-
Pass,00:05:21:980,Successful,Basic,-,-,Medium,Dax Keller,4,AFC O19,36,62,-,Pharell Dankwa,2,26,11,-,-,-,-,-,-
Attacking Third Entry,00:05:24:710,-,-,-,-,-,Pharell Dankwa,2,AFC O19,24,13,-,-,-,-,-,-,Right,-,-,-,-
Pass,00:05:26:150,Unsuccessful,Basic,-,-,Medium,Pharell Dankwa,2,AFC O19,18,8,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:05:26:420,Successful,-,-,-,-,Enzo,5,FC Emmen O19,15,14,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:05:28:160,Unsuccessful,Basic,-,-,High,Pharell Dankwa,2,AFC O19,15,8,-,-,-,-,-,-,-,-,-,-,-
Pass,00:05:48:190,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,5,37,-,Kevin,1,5,50,-,-,-,-,-,-
Pass,00:05:56:340,Successful,Basic,-,-,Low,Kevin,1,FC Emmen O19,7,49,-,David,4,8,33,-,-,-,-,-,-
Pass,00:05:59:560,Unsuccessful,Basic,-,-,High,David,4,FC Emmen O19,9,30,-,-,-,-,-,-,-,-,-,-,-
Pass,00:06:04:520,Successful,Basic,-,-,High,Rody Schouren,19,AFC O19,58,64,-,Storm Huijsman,20,88,69,-,-,-,-,-,-
Pass,00:06:09:480,Successful,Basic,-,-,Medium,Storm Huijsman,20,AFC O19,88,70,-,Rody Schouren,19,77,85,-,-,-,-,-,-
Pass,00:06:10:560,Successful,Basic,-,-,Medium,Rody Schouren,19,AFC O19,78,85,-,Diaz Baars,5,81,78,-,-,-,-,-,-
Pass,00:06:13:000,Successful,Basic,-,-,Medium,Diaz Baars,5,AFC O19,77,76,-,Milan Engelander,10,62,73,-,-,-,-,-,-
Pass,00:06:14:200,Successful,Basic,-,-,High,Milan Engelander,10,AFC O19,57,73,-,Rody Schouren,19,34,94,-,-,-,-,-,-
Lost Possession,00:06:18:570,-,-,-,-,-,Rody Schouren,19,AFC O19,34,94,-,-,-,-,-,-,-,-,-,-,-
Pass,00:06:25:100,Successful,Throw-in,-,-,Low,Ilias,2,FC Emmen O19,29,96,-,David,4,21,85,-,-,-,-,-,-
Pass,00:06:28:760,Successful,Basic,-,-,Low,David,4,FC Emmen O19,21,76,-,Raff,3,17,50,-,-,-,-,-,-
Pass,00:06:31:560,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,18,51,-,David,4,18,69,-,-,-,-,-,-
Pass,00:06:35:140,Successful,Basic,-,-,Medium,David,4,FC Emmen O19,20,70,-,Raff,3,17,43,-,-,-,-,-,-
Pass,00:06:38:020,Successful,Basic,-,-,Medium,Raff,3,FC Emmen O19,17,35,-,Enzo,5,20,17,-,-,-,-,-,-
Pass,00:06:41:080,Unsuccessful,Basic,-,-,High,Enzo,5,FC Emmen O19,20,18,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:06:42:330,Unsuccessful,-,-,-,-,Nicolai de Kort,15,AFC O19,25,35,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:06:44:170,Unsuccessful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,27,31,-,-,-,-,-,-,-,-,-,-,-
Pass,00:07:11:760,Successful,Throw-in,-,-,Low,Pharell Dankwa,2,AFC O19,27,2,-,Mohamed el Khallare,7,13,13,-,-,-,-,-,-
Duel,00:07:13:560,Won,Air,-,-,-,Mohamed el Khallare,7,AFC O19,13,13,-,-,-,-,-,-,-,-,-,-,-
Duel,00:07:13:600,Lost,Air,-,-,-,Enzo,5,FC Emmen O19,13,14,-,-,-,-,-,-,-,-,-,-,-
Pass,00:07:13:640,Successful,Basic,-,-,High,Mohamed el Khallare,7,AFC O19,13,14,-,Noach Shenkman,6,21,14,-,-,-,-,-,-
Pass,00:07:14:770,Successful,Basic,-,-,High,Noach Shenkman,6,AFC O19,22,14,-,Jahmani Braham,17,22,9,-,-,-,-,-,-
Pass,00:07:15:670,Successful,Basic,-,-,High,Jahmani Braham,17,AFC O19,23,11,-,Pharell Dankwa,2,28,4,-,-,-,-,-,-
Pass,00:07:19:720,Successful,Basic,-,-,High,Pharell Dankwa,2,AFC O19,9,4,-,Rody Schouren,19,22,53,-,-,-,-,-,-
Pass,00:07:24:000,Unsuccessful,Basic,-,-,High,Rody Schouren,19,AFC O19,21,54,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:07:24:090,Successful,-,-,-,-,Amine,6,FC Emmen O19,20,56,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:07:24:560,Unsuccessful,Basic,-,-,High,Rody Schouren,19,AFC O19,20,57,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:07:26:010,Successful,-,-,-,-,David,4,FC Emmen O19,19,70,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:07:26:080,Unsuccessful,Basic,-,-,Medium,David,4,FC Emmen O19,20,70,-,-,-,-,-,-,-,-,-,-,-
Pass,00:07:36:350,Unsuccessful,Basic,-,-,High,Dax Keller,4,AFC O19,69,42,-,-,-,-,-,-,-,-,-,-,-
Foul,00:07:39:780,-,-,-,-,-,David,4,FC Emmen O19,22,71,-,Milan Engelander,10,-,-,-,-,-,-,-,-
Freekick,00:08:17:240,1st Contact Opponent,Shot,-,-,-,Milan Engelander,10,AFC O19,20,69,-,-,-,-,-,-,-,-,-,-,-
Shots,00:08:17:280,Blocked,In Game,-,No Goal,Low,Milan Engelander,10,AFC O19,20,69,Right Foot,-,-,-,-,-,-,-,Middle-center,-,-
Defensive Action,00:08:17:500,Successful,-,-,-,-,Emmanuel,15,FC Emmen O19,13,66,-,-,-,-,-,Blocks,-,-,-,-,-
Pass,00:08:20:430,Successful,Basic,Key,-,High,Mohamed el Khallare,7,AFC O19,25,50,-,Milan Engelander,10,24,63,-,-,-,-,-,-
Shots,00:08:22:220,On Target,In Game,-,No Goal,High,Milan Engelander,10,AFC O19,24,59,Right Foot,-,-,-,-,-,-,-,Bottom-left,-,-
Gk Saves,00:08:23:300,-,Low Saves,-,-,-,Kevin,1,FC Emmen O19,3,53,-,-,-,-,-,-,-,-,-,-,-
Gk Distribution,00:08:27:730,Successful,-,-,-,-,Kevin,1,FC Emmen O19,5,55,-,David,4,4,71,-,-,Throw,-,-,-
Pass,00:08:30:720,Successful,Basic,-,-,Low,David,4,FC Emmen O19,10,70,-,Emmanuel,15,18,62,-,-,-,-,-,-
Pass,00:08:32:659,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,18,64,-,David,4,11,73,-,-,-,-,-,-
Pass,00:08:34:880,Successful,Basic,-,-,High,David,4,FC Emmen O19,11,71,-,D' Angelo,12,28,67,-,-,-,-,-,-
Pass,00:08:37:539,Unsuccessful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,32,58,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:08:39:340,Successful,-,-,-,-,Dax Keller,4,AFC O19,47,57,-,-,-,-,-,Interception,-,-,-,-,-
Duel,00:08:39:380,Won,Ground,-,-,-,Dax Keller,4,AFC O19,47,57,-,-,-,-,-,-,-,-,-,-,-
Duel,00:08:39:419,Lost,Ground,-,-,-,Remiyan,9,FC Emmen O19,47,57,-,-,-,-,-,-,-,-,-,-,-
Pass,00:08:39:440,Successful,Basic,-,-,High,Dax Keller,4,AFC O19,47,58,-,Diaz Baars,5,40,48,-,-,-,-,-,-
Pass,00:08:44:690,Unsuccessful,Basic,-,-,High,Diaz Baars,5,AFC O19,37,51,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:08:45:630,Successful,-,-,-,-,Raff,3,FC Emmen O19,26,45,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:08:47:020,Unsuccessful,Basic,-,-,High,Raff,3,FC Emmen O19,29,39,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:08:47:250,Successful,-,-,-,-,Noach Shenkman,6,AFC O19,33,39,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:08:48:920,Successful,Basic,-,-,High,Raff,3,FC Emmen O19,34,43,-,Amine,6,44,35,-,-,-,-,-,-
Pass,00:08:52:310,Successful,Basic,-,-,High,Amine,6,FC Emmen O19,45,31,-,Enzo,5,56,6,-,-,-,-,-,-
Pass,00:08:56:120,Successful,Basic,-,-,High,Enzo,5,FC Emmen O19,62,5,-,Yvarion,11,78,4,-,-,-,-,-,-
Attacking Third Entry,00:08:57:810,-,-,-,-,-,Yvarion,11,FC Emmen O19,77,5,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:08:59:000,Unsuccessful,Cross,-,-,High,Yvarion,11,FC Emmen O19,89,8,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:09:00:730,Successful,-,-,-,-,Nicolai de Kort,15,AFC O19,92,52,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:09:00:770,Unsuccessful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,91,54,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:09:02:910,Successful,-,-,-,-,Emmanuel,15,FC Emmen O19,78,68,-,-,-,-,-,Interception,-,-,-,-,-
Duel,00:09:02:950,Won,Ground,-,-,-,Emmanuel,15,FC Emmen O19,78,64,-,-,-,-,-,-,-,-,-,-,-
Duel,00:09:02:990,Lost,Ground,-,-,-,Milan Engelander,10,AFC O19,78,62,-,-,-,-,-,-,-,-,-,-,-
Pass,00:09:03:030,Unsuccessful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,78,64,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:09:05:330,Successful,-,-,-,-,Diaz Baars,5,AFC O19,92,60,-,-,-,-,-,Clearance,-,-,-,-,-
Pass,00:09:11:440,Successful,Basic,-,-,High,David,4,FC Emmen O19,42,70,-,Kevin,1,23,58,-,-,-,-,-,-
Pass,00:09:14:960,Successful,Basic,-,-,Low,Kevin,1,FC Emmen O19,23,59,-,Raff,3,26,34,-,-,-,-,-,-
Pass,00:09:17:600,Successful,Basic,-,-,Medium,Raff,3,FC Emmen O19,26,33,-,Huub,8,41,43,-,-,-,-,-,-
Pass,00:09:18:780,Successful,Basic,-,-,Medium,Huub,8,FC Emmen O19,39,43,-,Emmanuel,15,36,61,-,-,-,-,-,-
Pass,00:09:20:960,Successful,Basic,-,-,Medium,Emmanuel,15,FC Emmen O19,36,61,-,David,4,30,79,-,-,-,-,-,-
Pass,00:09:24:450,Unsuccessful,Basic,-,-,Medium,David,4,FC Emmen O19,39,87,-,-,-,-,-,-,-,-,-,-,-
Pass,00:09:48:960,Successful,Throw-in,-,-,Low,Ilias,2,FC Emmen O19,84,96,-,Huub,8,76,79,-,-,-,-,-,-
Pass,00:09:51:450,Successful,Basic,-,-,High,Huub,8,FC Emmen O19,74,75,-,Enzo,5,46,54,-,-,-,-,-,-
Pass,00:09:56:100,Successful,Basic,-,-,Low,Enzo,5,FC Emmen O19,53,42,-,Yvarion,11,61,20,-,-,-,-,-,-
Pass,00:09:59:880,Successful,Basic,-,-,High,Yvarion,11,FC Emmen O19,65,17,-,Amine,6,76,6,-,-,-,-,-,-
Attacking Third Entry,00:10:00:970,-,-,-,-,-,Amine,6,FC Emmen O19,74,4,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:10:04:970,Unsuccessful,Cross,-,-,High,Amine,6,FC Emmen O19,84,10,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:10:05:170,Successful,-,-,-,-,Mohamed el Khallare,7,AFC O19,85,15,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:10:10:980,Unsuccessful,Basic,-,-,Medium,Prio Hamid,3,AFC O19,68,40,-,-,-,-,-,-,-,-,-,-,-
Pass,00:10:17:280,Successful,Basic,-,-,Low,Kevin,1,FC Emmen O19,12,41,-,David,4,17,67,-,-,-,-,-,-
Pass,00:10:19:850,Successful,Basic,-,-,Low,David,4,FC Emmen O19,19,68,-,Emmanuel,15,27,59,-,-,-,-,-,-
Pass,00:10:24:190,Successful,Basic,-,-,Medium,Emmanuel,15,FC Emmen O19,32,56,-,Raff,3,34,34,-,-,-,-,-,-
Pass,00:10:26:780,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,34,31,-,Enzo,5,38,15,-,-,-,-,-,-
Pass,00:10:29:190,Unsuccessful,Basic,-,-,Medium,Enzo,5,FC Emmen O19,43,18,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:10:31:290,Successful,-,-,-,-,Diaz Baars,5,AFC O19,63,37,-,-,-,-,-,Interception,-,-,-,-,-
Duel,00:10:32:840,Won,Ground,-,-,-,Emmanuel,15,FC Emmen O19,54,41,-,-,-,-,-,-,-,-,-,-,-
Duel,00:10:32:880,Lost,Ground,-,-,-,Noach Shenkman,6,AFC O19,54,41,-,-,-,-,-,-,-,-,-,-,-
Pass,00:10:32:920,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,53,40,-,D' Angelo,12,59,62,-,-,-,-,-,-
Attacking Third Entry,00:10:36:770,-,-,-,-,-,D' Angelo,12,FC Emmen O19,71,57,-,-,-,-,-,-,Center,-,-,-,-
Pass,00:10:37:430,Unsuccessful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,74,49,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:10:37:700,Successful,-,-,-,-,Dax Keller,4,AFC O19,77,50,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:10:39:570,Unsuccessful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,83,51,-,-,-,-,-,-,-,-,-,-,-
Penalty Box Entries,00:10:39:610,-,-,-,-,-,D' Angelo,12,FC Emmen O19,83,50,-,-,-,-,-,-,Center,-,-,-,-
